task_id,operator_type,category,period,error_flag
1110,new,living,before,0
1111,experienced,fashion,before,0
1112,new,living,before,0
1113,new,electronics,before,0
1114,experienced,living,after,1
1115,experienced,living,before,0
1116,experienced,electronics,before,0
1117,new,electronics,before,0
1118,experienced,fashion,after,0
1119,new,living,after,0
1120,new,fashion,before,1
1121,experienced,living,before,0
1122,experienced,living,before,0
1123,experienced,fashion,after,0
1124,experienced,living,before,0
1125,experienced,living,before,0
1126,experienced,living,before,0
1127,new,electronics,after,0
1128,experienced,fashion,after,0
1129,new,electronics,before,0
1130,new,fashion,before,0
1131,experienced,fashion,before,0
1132,experienced,living,after,1
1133,new,fashion,after,1
1134,new,electronics,after,0
1135,experienced,electronics,after,0
1136,new,electronics,before,0
1137,experienced,fashion,after,1
1138,experienced,electronics,after,0
1139,experienced,fashion,before,0
1140,experienced,electronics,after,0
1141,experienced,electronics,before,0
1142,new,fashion,before,0
1143,experienced,electronics,after,0
1144,experienced,living,after,0
1145,new,fashion,after,0
1146,experienced,fashion,before,0
1147,experienced,fashion,after,0
1148,experienced,living,after,1
1149,experienced,fashion,before,0
1150,experienced,electronics,after,0
1151,experienced,electronics,after,0
1152,experienced,electronics,before,0
1153,experienced,fashion,after,0
1154,experienced,electronics,before,0
1155,experienced,fashion,before,0
1156,experienced,electronics,before,0
1157,new,living,after,0
1158,experienced,living,before,0
1159,experienced,living,after,0
1160,new,living,before,0
1161,experienced,fashion,after,0
1162,new,electronics,after,0
1163,new,living,after,0
1164,experienced,fashion,before,0
1165,new,living,after,0
1166,experienced,living,after,0
1167,experienced,fashion,after,0
1168,experienced,fashion,before,0
1169,new,electronics,after,0
1170,new,electronics,before,1
1171,experienced,living,after,0
1172,experienced,living,after,0
1173,experienced,electronics,before,0
1174,new,electronics,before,0
1175,experienced,fashion,before,0
1176,experienced,electronics,after,0
1177,experienced,electronics,after,0
1178,new,living,before,0
1179,experienced,electronics,before,0
1180,experienced,living,before,0
1181,experienced,electronics,before,0
1182,new,fashion,before,0
1183,experienced,electronics,after,0
1184,experienced,electronics,before,0
1185,new,electronics,after,0
1186,experienced,living,after,1
1187,experienced,fashion,before,0
1188,new,electronics,after,0
1189,new,living,after,0
1190,experienced,fashion,before,0
1191,new,living,before,0
1192,experienced,living,before,0
1193,new,fashion,before,0
1194,experienced,electronics,before,1
1195,new,living,before,0
1196,experienced,living,before,0
1197,experienced,electronics,before,1
1198,experienced,electronics,before,0
1199,experienced,fashion,before,0
1200,new,fashion,before,0
1201,experienced,fashion,after,0
1202,new,electronics,before,0
1203,new,living,after,0
1204,new,living,before,1
1205,experienced,fashion,after,0
1206,experienced,electronics,before,0
1207,experienced,living,after,0
1208,experienced,fashion,after,0
1209,new,living,before,1
1210,experienced,living,after,0
1211,experienced,electronics,after,0
1212,experienced,electronics,before,0
1213,new,living,after,0
1214,experienced,fashion,after,0
1215,experienced,electronics,before,0
1216,new,living,before,1
1217,new,electronics,after,0
1218,experienced,electronics,after,0
1219,experienced,electronics,after,0
1220,new,living,after,0
1221,experienced,fashion,before,0
1222,new,fashion,after,0
1223,experienced,fashion,before,0
1224,experienced,electronics,before,0
1225,experienced,living,after,0
1226,experienced,electronics,after,0
1227,new,fashion,before,1
1228,new,fashion,after,0
1229,experienced,living,before,0
1230,experienced,electronics,before,0
1231,experienced,fashion,after,0
1232,new,living,before,1
1233,new,electronics,before,0
1234,new,electronics,before,0
1235,experienced,fashion,after,0
1236,new,fashion,before,0
1237,experienced,electronics,before,0
1238,experienced,electronics,after,0
1239,experienced,fashion,before,0
1240,new,electronics,before,1
1241,experienced,fashion,after,0
1242,experienced,electronics,before,0
1243,experienced,fashion,after,0
1244,experienced,living,before,0
1245,experienced,fashion,before,0
1246,experienced,fashion,before,0
1247,new,living,before,0
1248,new,electronics,after,0
1249,experienced,living,before,0
1250,experienced,fashion,before,0
1251,experienced,electronics,after,0
1252,experienced,living,after,0
1253,new,electronics,before,0
1254,new,electronics,before,0
1255,experienced,living,before,0
1256,experienced,electronics,before,0
1257,new,living,before,0
1258,experienced,fashion,after,0
1259,new,electronics,after,0
1260,experienced,fashion,before,0
1261,new,fashion,before,1
1262,experienced,electronics,before,0
1263,new,living,before,1
1264,experienced,electronics,before,0
1265,new,fashion,after,0
1266,new,fashion,after,1
1267,new,living,after,0
1268,experienced,electronics,after,0
1269,experienced,fashion,before,0
1270,new,fashion,after,0
1271,experienced,fashion,before,0
1272,experienced,living,before,0
1273,experienced,fashion,after,0
1274,new,fashion,before,1
1275,experienced,electronics,after,0
1276,new,electronics,before,1
1277,new,fashion,after,0
1278,experienced,fashion,after,0
1279,new,electronics,after,0
1280,experienced,living,after,0
1281,experienced,living,before,0
1282,experienced,living,after,0
1283,experienced,living,after,0
1284,new,living,after,1
1285,new,living,after,0
1286,experienced,living,after,0
1287,new,living,after,1
1288,new,electronics,after,1
1289,new,living,after,0
1290,new,living,after,0
1291,new,living,before,1
1292,new,fashion,before,1
1293,experienced,electronics,before,0
1294,experienced,electronics,before,0
1295,experienced,electronics,before,0
1296,new,living,after,0
1297,new,living,before,0
1298,new,fashion,before,1
1299,experienced,electronics,after,1
1300,experienced,living,after,0
1301,new,electronics,after,0
1302,experienced,fashion,after,0
1303,new,fashion,after,0
1304,experienced,fashion,before,0
1305,experienced,electronics,after,0
1306,experienced,living,after,0
1307,experienced,living,before,0
1308,experienced,fashion,before,0
1309,new,living,after,0
1310,experienced,fashion,before,0
1311,new,electronics,after,0
1312,experienced,fashion,before,0
1313,experienced,electronics,after,0
1314,experienced,fashion,after,0
1315,experienced,living,before,0
1316,experienced,living,before,0
1317,experienced,fashion,after,0
1318,experienced,living,after,0
1319,new,living,after,0
1320,new,living,before,0
1321,new,electronics,after,0
1322,new,living,before,1
1323,experienced,electronics,before,0
1324,new,fashion,before,0
1325,experienced,living,after,0
1326,new,living,before,1
1327,new,living,before,0
1328,experienced,fashion,after,0
1329,experienced,electronics,after,0
1330,experienced,electronics,before,0
1331,experienced,living,before,1
1332,experienced,fashion,before,0
1333,new,fashion,before,0
1334,experienced,fashion,after,1
1335,experienced,fashion,before,0
1336,experienced,fashion,after,0
1337,new,electronics,after,1
1338,experienced,electronics,before,0
1339,new,electronics,after,0
1340,new,living,before,1
1341,new,fashion,before,0
1342,experienced,living,before,0
1343,experienced,fashion,before,0
1344,experienced,electronics,before,0
1345,experienced,living,before,0
1346,experienced,electronics,after,0
1347,new,fashion,after,0
1348,new,fashion,after,0
1349,experienced,fashion,before,0
1350,new,electronics,after,1
1351,experienced,fashion,after,0
1352,experienced,electronics,after,0
1353,experienced,living,after,0
1354,experienced,fashion,after,0
1355,experienced,fashion,before,0
1356,experienced,fashion,after,0
1357,experienced,living,before,0
1358,experienced,fashion,after,0
1359,new,electronics,before,0
1360,experienced,electronics,before,0
1361,experienced,fashion,before,0
1362,new,fashion,after,0
1363,experienced,living,before,0
1364,experienced,living,before,0
1365,experienced,living,after,0
1366,new,fashion,after,0
1367,experienced,living,before,0
1368,experienced,living,before,0
1369,new,electronics,after,0
1370,new,living,after,0
1371,experienced,electronics,after,0
1372,new,electronics,after,0
1373,experienced,living,before,0
1374,experienced,electronics,after,0
1375,new,fashion,after,0
1376,experienced,fashion,after,0
1377,experienced,living,before,0
1378,experienced,fashion,after,0
1379,new,electronics,after,0
1380,experienced,fashion,before,0
1381,new,living,after,0
1382,new,living,after,0
1383,experienced,electronics,after,0
1384,new,living,after,0
1385,experienced,fashion,after,0
1386,new,living,after,1
1387,experienced,electronics,before,0
1388,new,living,before,0
1389,experienced,fashion,before,0
1390,experienced,electronics,after,1
1391,new,fashion,after,0
1392,new,electronics,after,0
1393,new,living,after,0
1394,experienced,electronics,after,0
1395,new,electronics,after,0
1396,experienced,living,before,0
1397,experienced,fashion,after,0
1398,new,living,before,0
1399,experienced,electronics,after,0
1400,experienced,living,after,0
1401,new,electronics,after,0
1402,new,living,before,0
1403,new,living,before,0
1404,experienced,fashion,after,0
1405,experienced,electronics,after,0
1406,experienced,fashion,before,0
1407,experienced,electronics,after,0
1408,experienced,living,before,0
1409,experienced,electronics,after,0
1410,experienced,fashion,after,0
1411,new,fashion,after,0
1412,new,fashion,after,0
1413,new,electronics,after,0
1414,new,fashion,after,0
1415,experienced,fashion,before,0
1416,experienced,fashion,before,0
1417,new,living,before,0
1418,new,living,after,0
1419,experienced,electronics,before,0
1420,experienced,electronics,before,0
1421,new,fashion,before,0
1422,experienced,living,before,0
1423,new,fashion,before,1
1424,new,fashion,after,0
1425,experienced,living,after,0
1426,experienced,living,after,0
1427,new,living,after,0
1428,experienced,electronics,before,0
1429,experienced,electronics,after,0
1430,experienced,fashion,before,0
1431,experienced,electronics,before,0
1432,experienced,living,after,1
1433,experienced,living,before,0
1434,experienced,electronics,after,1
1435,new,fashion,before,0
1436,new,fashion,after,0
1437,new,electronics,before,0
1438,experienced,fashion,before,0
1439,new,fashion,after,1
1440,experienced,fashion,before,0
1441,experienced,living,before,0
1442,new,living,before,1
1443,experienced,electronics,after,0
1444,experienced,living,after,0
1445,experienced,fashion,before,0
1446,new,living,after,0
1447,experienced,electronics,after,0
1448,experienced,living,after,0
1449,experienced,fashion,after,0
1450,experienced,fashion,before,0
1451,experienced,electronics,after,0
1452,experienced,living,before,1
1453,experienced,living,before,0
1454,experienced,living,after,0
1455,new,fashion,after,0
1456,experienced,electronics,before,0
1457,experienced,living,before,0
1458,experienced,fashion,after,0
1459,new,fashion,before,1
1460,experienced,fashion,before,0
1461,new,living,before,0
1462,experienced,living,before,0
1463,new,living,after,0
1464,experienced,living,before,0
1465,experienced,living,after,0
1466,new,living,before,0
1467,experienced,living,after,1
1468,experienced,living,after,0
1469,experienced,living,after,0
1470,experienced,fashion,after,0
1471,experienced,living,after,0
1472,experienced,electronics,before,0
1473,experienced,fashion,after,0
1474,experienced,living,after,0
1475,new,electronics,before,0
1476,experienced,living,before,0
1477,experienced,electronics,after,0
1478,experienced,electronics,after,0
1479,experienced,electronics,before,0
1480,experienced,electronics,before,0
1481,experienced,fashion,after,0
1482,new,fashion,after,0
1483,experienced,electronics,after,0
1484,new,living,after,0
1485,new,electronics,after,0
1486,new,fashion,after,0
1487,new,living,after,0
1488,experienced,fashion,after,0
1489,new,fashion,after,0
1490,experienced,living,before,0
1491,new,electronics,before,0
1492,new,electronics,after,0
1493,new,electronics,before,0
1494,new,electronics,before,0
1495,experienced,living,before,0
1496,experienced,living,after,0
1497,experienced,living,before,0
1498,experienced,fashion,before,0
1499,new,living,before,0
1500,experienced,electronics,after,0
1501,experienced,fashion,before,0
1502,experienced,electronics,before,0
1503,new,electronics,before,0
1504,new,living,after,0
1505,new,living,before,0
1506,new,electronics,before,0
1507,experienced,electronics,after,0
1508,experienced,fashion,after,0
1509,experienced,living,after,0
1510,experienced,fashion,after,1
1511,experienced,fashion,after,1
1512,experienced,fashion,before,0
1513,experienced,electronics,after,1
1514,new,fashion,before,0
1515,new,fashion,after,0
1516,new,electronics,before,0
1517,experienced,living,before,0
1518,experienced,living,after,0
1519,new,fashion,before,1
1520,experienced,electronics,after,0
1521,new,living,before,0
1522,experienced,fashion,before,0
1523,new,fashion,after,0
1524,new,electronics,after,0
1525,experienced,fashion,after,0
1526,new,living,before,0
1527,new,electronics,after,0
1528,new,living,after,0
1529,experienced,living,after,0
1530,experienced,living,before,1
1531,new,fashion,after,0
1532,experienced,fashion,after,0
1533,experienced,living,after,0
1534,new,living,after,0
1535,experienced,electronics,after,1
1536,new,electronics,before,0
1537,new,fashion,before,0
1538,experienced,fashion,after,0
1539,new,electronics,before,1
1540,experienced,living,before,0
1541,experienced,fashion,before,0
1542,new,living,before,0
1543,experienced,electronics,after,0
1544,new,fashion,after,0
1545,experienced,fashion,before,0
1546,experienced,electronics,before,0
1547,experienced,fashion,after,0
1548,experienced,electronics,after,0
1549,new,fashion,after,0
1550,experienced,electronics,after,0
1551,experienced,fashion,before,0
1552,experienced,living,after,0
1553,experienced,living,after,0
1554,experienced,living,after,0
1555,new,fashion,after,0
1556,new,fashion,before,0
1557,experienced,living,after,0
1558,experienced,living,after,0
1559,experienced,electronics,before,0
1560,experienced,electronics,before,0
1561,new,electronics,before,0
1562,new,living,before,1
1563,experienced,living,before,0
1564,new,living,before,0
1565,experienced,electronics,after,0
1566,experienced,fashion,before,0
1567,experienced,living,before,0
1568,new,fashion,after,1
1569,experienced,fashion,after,0
1570,experienced,fashion,after,0
1571,experienced,electronics,before,0
1572,new,fashion,after,0
1573,experienced,living,before,0
1574,experienced,electronics,after,0
1575,new,living,before,0
1576,new,living,after,0
1577,new,electronics,before,0
1578,experienced,living,after,0
1579,experienced,living,after,0
1580,experienced,electronics,before,0
1581,new,living,before,0
1582,new,fashion,after,0
1583,experienced,living,after,0
1584,experienced,fashion,after,0
1585,experienced,living,before,0
1586,new,electronics,before,0
1587,experienced,electronics,after,0
1588,experienced,living,after,1
1589,experienced,electronics,after,0
1590,experienced,living,after,0
1591,experienced,electronics,after,0
1592,experienced,fashion,after,0
1593,new,living,before,0
1594,new,fashion,before,0
1595,experienced,fashion,after,0
1596,experienced,living,before,0
1597,new,fashion,before,1
1598,new,living,before,0
1599,new,fashion,before,0
1600,experienced,living,after,0
1601,new,living,after,0
1602,new,electronics,before,0
1603,new,living,before,0
1604,new,living,after,1
1605,new,fashion,before,0
1606,experienced,living,after,0
1607,new,electronics,after,0
1608,experienced,fashion,before,0
1609,new,fashion,after,0
1610,experienced,electronics,after,0
1611,experienced,fashion,before,0
1612,experienced,fashion,after,0
1613,experienced,fashion,before,0
1614,new,fashion,before,1
1615,new,electronics,after,0
1616,experienced,electronics,after,0
1617,experienced,fashion,after,0
1618,experienced,fashion,before,0
1619,experienced,electronics,before,0
1620,experienced,electronics,after,0
1621,experienced,electronics,before,0
1622,new,fashion,after,1
1623,experienced,fashion,after,0
1624,experienced,living,after,0
1625,new,electronics,after,0
1626,experienced,fashion,before,0
1627,new,electronics,before,1
1628,experienced,fashion,before,0
1629,new,electronics,after,0
1630,experienced,fashion,after,0
1631,experienced,living,after,0
1632,new,living,after,0
1633,experienced,electronics,after,0
1634,experienced,fashion,before,0
1635,experienced,fashion,before,0
1636,new,electronics,before,0
1637,new,fashion,after,1
1638,new,electronics,before,1
1639,experienced,fashion,after,0
1640,experienced,electronics,after,0
1641,experienced,fashion,after,0
1642,experienced,electronics,after,0
1643,experienced,fashion,before,0
1644,experienced,living,before,0
1645,new,fashion,after,1
1646,experienced,electronics,before,0
1647,new,living,before,1
1648,experienced,fashion,after,0
1649,experienced,living,before,0
1650,experienced,fashion,after,0
1651,new,living,after,0
1652,new,electronics,before,0
1653,new,fashion,before,0
1654,new,fashion,before,0
1655,new,electronics,after,0
1656,experienced,living,before,1
1657,experienced,electronics,after,0
1658,new,electronics,before,0
1659,new,living,before,0
1660,experienced,electronics,before,1
1661,experienced,fashion,before,0
1662,experienced,fashion,before,0
1663,experienced,fashion,after,1
1664,experienced,electronics,after,0
1665,experienced,fashion,before,0
1666,experienced,fashion,before,0
1667,new,fashion,after,1
1668,experienced,fashion,after,0
1669,new,fashion,before,0
1670,experienced,fashion,after,0
1671,new,electronics,before,0
1672,experienced,fashion,after,0
1673,experienced,fashion,before,0
1674,experienced,living,before,0
1675,experienced,electronics,after,0
1676,new,electronics,before,0
1677,new,electronics,after,0
1678,experienced,electronics,before,0
1679,new,fashion,after,0
1680,experienced,fashion,after,0
1681,new,living,before,0
1682,experienced,living,after,0
1683,experienced,electronics,after,0
1684,experienced,living,after,0
1685,new,living,after,0
1686,experienced,electronics,after,0
1687,experienced,electronics,before,0
1688,experienced,living,before,0
1689,experienced,fashion,after,0
1690,experienced,living,after,0
1691,new,living,before,1
1692,experienced,fashion,after,0
1693,new,fashion,after,1
1694,new,electronics,before,0
1695,new,electronics,before,0
1696,new,living,after,0
1697,new,fashion,before,0
1698,new,electronics,after,0
1699,experienced,living,after,0
1700,experienced,fashion,before,0
1701,experienced,living,before,0
1702,experienced,electronics,before,0
1703,new,electronics,before,0
1704,experienced,fashion,after,0
1705,experienced,living,before,0
1706,new,fashion,after,0
1707,experienced,electronics,before,0
1708,new,electronics,before,0
1709,experienced,living,before,0
1710,experienced,living,before,0
1711,new,living,before,0
1712,new,fashion,before,1
1713,experienced,living,after,0
1714,experienced,living,after,1
1715,new,electronics,before,1
1716,experienced,electronics,before,0
1717,new,living,before,0
1718,experienced,living,before,0
1719,experienced,electronics,before,0
1720,new,living,before,0
1721,new,fashion,before,0
1722,new,fashion,before,0
1723,new,fashion,before,0
1724,new,living,before,0
1725,experienced,electronics,after,0
1726,new,living,before,0
1727,experienced,living,before,0
1728,experienced,electronics,after,0
1729,experienced,electronics,after,0
1730,experienced,electronics,after,0
1731,new,fashion,after,0
1732,experienced,living,before,0
1733,experienced,electronics,after,0
1734,experienced,living,after,0
1735,new,fashion,before,0
1736,experienced,fashion,after,0
1737,experienced,electronics,after,0
1738,new,electronics,before,0
1739,new,living,before,0
1740,experienced,electronics,before,0
1741,experienced,living,before,0
1742,experienced,electronics,before,0
1743,experienced,living,after,0
1744,new,living,after,0
1745,experienced,living,before,0
1746,experienced,living,after,0
1747,new,fashion,before,0
1748,new,living,before,1
1749,experienced,electronics,after,0
1750,new,fashion,after,0
1751,experienced,fashion,after,0
1752,new,living,after,0
1753,new,fashion,after,0
1754,new,living,after,0
1755,experienced,electronics,before,0
1756,experienced,living,after,0
1757,experienced,fashion,after,1
1758,experienced,electronics,after,0
1759,new,living,before,0
1760,experienced,electronics,after,0
1761,experienced,electronics,after,0
1762,experienced,fashion,before,0
1763,new,electronics,after,1
1764,experienced,fashion,before,0
1765,new,electronics,before,0
1766,new,living,after,0
1767,experienced,electronics,before,0
1768,experienced,living,before,1
1769,new,living,after,0
1770,new,electronics,after,0
1771,experienced,living,before,0
1772,experienced,electronics,after,0
1773,experienced,electronics,after,0
1774,experienced,living,after,0
1775,experienced,living,after,0
1776,new,fashion,after,0
1777,experienced,living,before,0
1778,experienced,fashion,before,0
1779,new,living,after,0
1780,experienced,electronics,after,0
1781,new,living,before,0
1782,experienced,electronics,after,0
1783,experienced,electronics,after,0
1784,experienced,electronics,before,0
1785,experienced,fashion,before,0
1786,experienced,living,before,0
1787,experienced,electronics,after,0
1788,experienced,electronics,before,0
1789,new,fashion,before,1
1790,experienced,living,after,0
1791,new,living,after,0
1792,experienced,fashion,before,0
1793,experienced,fashion,before,0
1794,experienced,living,after,0
1795,new,fashion,after,0
1796,new,living,after,0
1797,experienced,living,after,0
1798,new,electronics,before,0
1799,new,electronics,before,1
1800,new,living,before,0
1801,experienced,living,before,0
1802,experienced,living,after,0
1803,new,living,before,0
1804,new,living,before,1
1805,new,living,after,1
1806,experienced,fashion,before,0
1807,experienced,living,before,0
1808,new,fashion,before,0
1809,new,fashion,after,0
1810,new,living,after,1
1811,experienced,living,before,0
1812,experienced,fashion,after,0
1813,new,fashion,after,0
1814,new,living,after,0
1815,new,living,after,0
1816,experienced,fashion,after,0
1817,new,fashion,after,0
1818,experienced,fashion,before,0
1819,experienced,electronics,before,0
1820,new,fashion,before,0
1821,new,electronics,after,0
1822,new,living,after,0
1823,experienced,living,after,0
1824,experienced,fashion,before,0
1825,experienced,living,after,0
1826,experienced,living,after,0
1827,new,living,after,0
1828,experienced,living,after,0
1829,experienced,electronics,after,0
1830,new,electronics,after,1
1831,experienced,fashion,after,0
1832,experienced,fashion,after,1
1833,experienced,fashion,before,1
1834,experienced,living,before,0
1835,experienced,living,after,0
1836,experienced,electronics,before,0
1837,new,electronics,after,0
1838,new,fashion,before,0
1839,experienced,electronics,after,0
1840,new,electronics,before,0
1841,new,electronics,before,0
1842,experienced,electronics,after,0
1843,experienced,electronics,before,0
1844,experienced,fashion,before,0
1845,experienced,fashion,before,0
1846,new,electronics,after,0
1847,new,fashion,before,0
1848,new,living,after,1
1849,experienced,electronics,after,0
1850,experienced,living,after,0
1851,new,fashion,after,0
1852,experienced,fashion,after,0
1853,experienced,living,before,0
1854,experienced,fashion,after,0
1855,experienced,electronics,before,0
1856,new,living,after,0
1857,experienced,electronics,before,0
1858,experienced,living,after,0
1859,experienced,fashion,before,0
1860,experienced,living,before,0
1861,experienced,living,after,0
1862,experienced,electronics,after,0
1863,new,fashion,before,1
1864,experienced,electronics,after,0
1865,experienced,fashion,after,0
1866,experienced,electronics,after,0
1867,new,living,after,0
1868,new,electronics,before,0
1869,new,fashion,before,0
1870,experienced,fashion,after,0
1871,experienced,living,after,0
1872,new,fashion,before,1
1873,experienced,electronics,before,0
1874,experienced,living,after,0
1875,experienced,fashion,before,0
1876,experienced,fashion,before,0
1877,experienced,electronics,before,0
1878,experienced,electronics,before,0
1879,new,living,before,0
1880,experienced,fashion,after,0
1881,experienced,electronics,before,0
1882,experienced,living,before,0
1883,experienced,fashion,before,0
1884,experienced,fashion,before,0
1885,new,living,before,0
1886,experienced,living,before,0
1887,new,electronics,after,0
1888,new,fashion,before,0
1889,experienced,fashion,before,0
1890,experienced,fashion,before,0
1891,new,living,after,1
1892,experienced,electronics,after,0
1893,experienced,fashion,before,0
1894,new,living,after,0
1895,experienced,fashion,before,0
1896,experienced,electronics,after,0
1897,experienced,fashion,before,0
1898,new,electronics,after,0
1899,new,electronics,after,0
1900,experienced,fashion,before,1
1901,experienced,fashion,after,0
1902,new,electronics,after,0
1903,experienced,living,before,0
1904,new,electronics,before,1
1905,experienced,fashion,before,0
1906,new,fashion,after,0
1907,experienced,living,after,0
1908,new,electronics,before,0
1909,new,electronics,after,0
1910,new,electronics,after,0
1911,new,fashion,after,0
1912,experienced,electronics,after,1
1913,experienced,living,after,0
1914,new,fashion,before,1
1915,experienced,fashion,before,0
1916,experienced,electronics,after,0
1917,experienced,living,before,0
1918,experienced,fashion,after,0
1919,new,fashion,before,0
1920,experienced,electronics,before,0
1921,experienced,electronics,after,0
1922,new,living,after,0
1923,experienced,electronics,before,0
1924,new,living,after,0
1925,experienced,fashion,after,1
1926,new,living,after,0
1927,experienced,living,before,0
1928,experienced,living,after,0
1929,experienced,fashion,after,0
1930,new,electronics,before,0
1931,experienced,fashion,after,0
1932,experienced,electronics,after,0
1933,experienced,living,after,0
1934,experienced,living,after,0
1935,experienced,living,before,0
1936,experienced,living,before,0
1937,new,living,after,0
1938,experienced,electronics,after,0
1939,experienced,electronics,after,0
1940,new,living,after,1
1941,new,fashion,before,1
1942,new,fashion,before,1
1943,experienced,living,before,0
1944,experienced,electronics,before,0
1945,experienced,fashion,after,0
1946,experienced,fashion,before,0
1947,experienced,fashion,after,0
1948,new,living,before,0
1949,new,fashion,after,0
1950,experienced,fashion,after,0
1951,new,fashion,before,1
1952,new,fashion,before,0
1953,experienced,electronics,before,0
1954,experienced,living,after,0
1955,experienced,living,before,0
1956,experienced,electronics,after,0
1957,experienced,electronics,after,0
1958,experienced,living,after,0
1959,experienced,fashion,before,1
1960,experienced,fashion,after,0
1961,new,living,before,0
1962,experienced,fashion,before,0
1963,experienced,electronics,after,0
1964,new,fashion,after,0
1965,experienced,fashion,before,0
1966,experienced,fashion,before,0
1967,new,living,before,1
1968,new,electronics,after,1
1969,new,fashion,before,1
1970,new,living,after,0
1971,new,fashion,after,1
1972,experienced,electronics,after,0
1973,new,fashion,before,0
1974,experienced,electronics,after,0
1975,new,fashion,after,0
1976,experienced,electronics,after,0
1977,new,fashion,before,0
1978,experienced,electronics,before,0
1979,experienced,fashion,before,0
1980,experienced,fashion,after,0
1981,new,living,after,1
1982,experienced,living,after,0
1983,experienced,electronics,before,0
1984,experienced,fashion,before,0
1985,new,electronics,before,0
1986,new,living,before,0
1987,experienced,electronics,before,0
1988,experienced,electronics,after,0
1989,experienced,living,after,0
1990,experienced,fashion,after,0
1991,experienced,electronics,before,0
1992,new,living,before,1
1993,experienced,fashion,before,0
1994,new,living,after,0
1995,experienced,electronics,before,0
1996,experienced,fashion,after,0
1997,experienced,fashion,before,0
1998,new,living,after,0
1999,new,living,after,0
2000,new,living,before,1
2001,new,fashion,after,0
2002,new,fashion,before,1
2003,experienced,electronics,after,0
2004,new,fashion,before,0
2005,new,electronics,before,0
2006,experienced,living,after,0
2007,experienced,living,after,0
2008,experienced,fashion,before,0
2009,new,living,after,0
2010,experienced,living,before,0
2011,new,fashion,before,1
2012,new,electronics,after,0
2013,experienced,fashion,before,1
2014,new,electronics,before,0
2015,experienced,fashion,after,1
2016,experienced,fashion,before,0
2017,new,living,after,0
2018,experienced,fashion,before,0
2019,new,fashion,before,0
2020,experienced,electronics,before,0
2021,experienced,living,after,0
2022,experienced,electronics,after,0
2023,experienced,electronics,before,0
2024,new,living,before,0
2025,experienced,living,after,0
2026,new,living,before,0
2027,experienced,fashion,after,1
2028,experienced,living,before,0
2029,new,living,after,0
2030,experienced,living,before,1
2031,new,electronics,after,0
2032,experienced,electronics,after,0
2033,experienced,fashion,before,0
2034,experienced,electronics,before,0
2035,experienced,fashion,after,0
2036,new,electronics,after,0
2037,new,living,before,0
2038,new,electronics,before,0
2039,new,fashion,after,0
2040,new,electronics,before,1
2041,experienced,living,after,0
2042,experienced,fashion,before,1
2043,experienced,living,after,1
2044,new,living,after,0
2045,experienced,fashion,after,0
2046,experienced,living,before,0
2047,new,living,after,1
2048,experienced,electronics,before,0
2049,experienced,living,after,1
2050,new,living,after,0
2051,experienced,living,before,0
2052,experienced,living,after,0
2053,new,fashion,before,0
2054,experienced,electronics,after,0
2055,experienced,living,after,0
2056,experienced,living,after,0
2057,experienced,fashion,before,0
2058,experienced,living,before,0
2059,experienced,fashion,after,0
2060,experienced,electronics,before,0
2061,new,electronics,before,0
2062,experienced,living,before,0
2063,experienced,living,before,0
2064,experienced,living,after,0
2065,new,fashion,before,0
2066,experienced,living,after,0
2067,new,living,before,1
2068,new,electronics,before,0
2069,new,living,before,0
2070,new,electronics,before,0
2071,experienced,living,before,0
2072,experienced,electronics,after,0
2073,new,living,before,0
2074,experienced,electronics,before,0
2075,experienced,fashion,before,0
2076,experienced,electronics,before,0
2077,new,electronics,after,1
2078,experienced,electronics,after,0
2079,experienced,living,before,1
2080,experienced,living,before,0
2081,new,living,after,0
2082,new,fashion,before,0
2083,experienced,fashion,after,0
2084,experienced,electronics,before,0
2085,experienced,fashion,after,0
2086,experienced,electronics,after,0
2087,new,electronics,after,0
2088,experienced,electronics,before,0
2089,experienced,fashion,before,0
2090,new,living,before,0
2091,experienced,fashion,before,0
2092,experienced,electronics,before,0
2093,new,electronics,before,0
2094,experienced,fashion,after,0
2095,new,electronics,after,0
2096,experienced,electronics,before,0
2097,experienced,fashion,before,0
2098,experienced,fashion,after,0
2099,experienced,fashion,before,0
2100,new,electronics,after,0
2101,experienced,electronics,before,0
2102,experienced,living,before,1
2103,new,living,before,1
2104,experienced,fashion,before,0
2105,experienced,living,after,0
2106,new,electronics,after,0
2107,experienced,living,before,0
2108,experienced,electronics,after,0
2109,new,fashion,before,0
2110,experienced,fashion,after,0
2111,new,electronics,after,0
2112,new,living,before,0
2113,new,fashion,before,0
2114,experienced,fashion,before,0
2115,experienced,living,after,0
2116,new,living,after,0
2117,experienced,electronics,after,0
2118,experienced,living,after,0
2119,new,living,before,0
2120,experienced,living,before,0
2121,experienced,electronics,after,0
2122,experienced,electronics,before,0
2123,experienced,fashion,after,0
2124,experienced,electronics,before,0
2125,experienced,fashion,before,0
2126,experienced,living,before,0
2127,experienced,fashion,after,1
2128,new,fashion,before,0
2129,experienced,living,after,1
2130,experienced,fashion,before,0
2131,new,electronics,after,0
2132,new,electronics,after,0
2133,experienced,electronics,before,0
2134,experienced,electronics,after,0
2135,experienced,fashion,before,0
2136,experienced,fashion,before,0
2137,new,living,before,0
2138,experienced,fashion,after,0
2139,new,fashion,after,0
2140,experienced,fashion,after,0
2141,experienced,living,after,0
